DataID,Match ID,Team,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Home Or Away,Crowd,Year
294,20-3004,Arsenal,1,1,0,0,13,6,1,0,633,113,6,4,12,1.3,1.3,1.1,22,2,448,520,86.2,2283,446,1668,13,25,A,No,20
295,20-3005,Wolves,2,2,0,0,10,6,1,0,654,138,18,4,21,0.7,0.7,0.7,18,4,445,550,80.9,2762,383,1168,15,20,A,No,20
296,20-3006,Crystal Palace,2,1,0,0,7,2,2,0,494,147,20,5,17,0.6,0.6,0.5,11,4,282,361,78.1,2171,303,791,4,6,A,No,20
297,20-3007,Sheffield Utd,0,0,0,0,6,1,2,1,619,101,15,1,13,0.4,0.4,0.4,12,0,439,539,81.4,2739,416,1189,8,10,A,No,20
298,20-3008,Chelsea,2,2,0,0,19,5,1,0,831,116,9,2,8,1.3,1.3,1.2,28,4,631,749,84.2,3334,564,1827,10,13,A,No,20
299,20-3009,Liverpool,0,0,0,0,10,3,2,0,733,112,20,2,9,0.8,0.8,0.6,20,0,536,639,83.9,3381,521,1590,10,14,A,No,20
300,20-3010,Burnley,0,0,0,0,1,0,1,0,407,95,12,4,12,0,0,0,2,0,261,338,77.2,1576,220,517,10,16,A,No,20
301,20-3101,Brighton,0,0,0,1,9,1,2,0,440,184,18,12,20,1.2,0.4,0.3,12,0,225,318,70.8,1739,236,720,15,23,A,No,20
302,20-3102,West Ham,0,0,0,0,10,2,2,0,493,116,16,6,10,0.8,0.8,0.8,15,0,290,397,73,2509,282,860,6,10,A,No,20
303,20-3103,Sheffield Utd,0,0,0,0,4,1,0,0,456,181,12,4,19,0.2,0.2,0.2,8,0,287,362,79.3,1805,279,712,6,13,A,No,20
304,20-3104,Everton,1,1,0,0,12,5,1,0,636,110,17,8,18,0.8,0.8,0.7,18,1,422,534,79,2845,415,1347,14,19,A,No,20
305,20-3105,Aston Villa,1,1,0,0,14,2,2,0,522,166,6,3,11,1.1,1.1,1.1,24,1,321,432,74.3,2588,290,866,4,6,A,No,20
306,20-3106,Bournemouth,0,0,0,0,4,0,3,0,499,165,21,2,12,0.1,0.1,0.1,5,0,299,397,75.3,2116,292,923,11,23,A,No,20
307,20-3107,Crystal Palace,0,0,0,0,3,0,0,0,454,115,21,3,17,0.2,0.2,0.1,3,0,244,351,69.5,1606,242,586,10,16,A,No,20
308,20-3108,Arsenal,2,0,0,0,10,5,2,0,532,169,10,6,15,2.8,2.8,0.9,12,2,338,423,79.9,2192,305,889,10,14,A,No,20
309,20-3109,Watford,0,0,0,0,10,3,0,0,478,143,12,2,8,0.7,0.7,0.4,11,0,239,391,61.1,1770,245,625,7,10,A,No,20
310,20-3110,Manchester City,1,0,0,0,10,2,1,1,817,115,10,1,15,0.5,0.5,0.5,19,2,656,738,88.9,3002,603,1906,14,20,A,No,20
311,20-3201,Wolves,1,1,0,0,9,2,1,0,571,131,10,1,8,0.4,0.4,0.3,15,2,396,492,80.5,3033,327,956,7,15,A,No,20
312,20-3202,Southampton,3,1,0,0,11,7,0,0,634,123,18,8,19,1.1,1.1,0.9,19,4,350,463,75.6,2173,315,1005,7,9,A,No,20
313,20-3203,Burnley,1,1,0,0,8,4,1,0,517,140,19,1,23,0.5,0.5,0.2,12,2,290,394,73.6,1708,273,735,9,17,A,No,20
314,20-3204,Manchester Utd,3,3,0,0,13,6,1,0,748,158,13,5,18,0.8,0.8,0.6,22,6,571,652,87.6,2905,517,1577,9,15,A,No,20
315,20-3205,Leicester City,1,0,0,0,15,3,1,0,740,100,17,0,13,1.6,1.6,0.9,21,0,536,643,83.4,3086,541,1854,21,30,A,No,20
316,20-3206,Newcastle Utd,4,4,0,0,12,7,0,0,540,167,18,6,11,1.5,1.5,1.1,19,8,344,444,77.5,2508,315,744,11,14,A,No,20
317,20-3207,Norwich City,0,0,0,0,8,3,4,0,547,137,19,3,16,0.2,0.2,0.2,13,0,358,456,78.5,2041,359,939,14,20,A,No,20
318,20-3208,Chelsea,2,0,1,1,16,5,1,0,801,103,20,3,11,1.6,0.9,0.8,26,4,604,695,86.9,3102,558,2337,11,18,A,No,20
319,20-3209,Tottenham,1,1,0,0,9,2,0,0,791,140,17,6,12,1,1,0.9,16,2,564,691,81.6,3201,506,2240,12,19,A,No,20
320,20-3210,Liverpool,0,0,0,0,11,3,2,0,664,144,16,10,17,1.3,1.3,0.9,18,0,473,562,84.2,2806,430,1092,6,16,A,No,20
321,20-3301,Brighton,1,1,0,0,7,2,2,0,564,137,17,3,20,0.5,0.5,0.5,11,2,374,459,81.5,2477,359,1217,13,19,A,No,20
322,20-3302,Crystal Palace,0,0,0,0,7,1,1,0,611,141,19,5,21,0.5,0.5,0.5,12,0,376,488,77,2746,404,995,16,24,A,No,20
323,20-3303,Bournemouth,2,1,1,1,6,2,1,0,411,142,10,7,16,1.2,0.5,0.1,6,2,229,315,72.7,1831,237,776,7,12,A,No,20
324,20-3304,Arsenal,2,1,0,0,8,4,4,0,615,191,27,6,15,1.2,1.2,0.9,9,4,403,491,82.1,2166,386,1366,10,14,A,No,20
325,20-3305,Watford,0,0,0,0,6,3,2,0,433,185,19,7,19,0.4,0.4,0.3,11,0,247,332,74.4,2028,278,652,11,14,A,No,20
326,20-3306,Sheffield Utd,1,1,0,0,10,3,0,0,590,81,15,2,10,1.3,1.3,1,17,2,337,476,70.8,2105,311,1025,11,13,A,No,20
327,20-3307,West Ham,2,1,0,0,17,7,0,0,529,105,16,7,18,1.7,1.7,0.5,26,3,324,425,76.2,2426,334,985,4,13,A,No,20
328,20-3308,Aston Villa,0,0,0,0,9,3,1,0,419,152,14,12,14,0.5,0.5,0.4,17,0,196,309,63.4,1811,231,804,9,13,A,No,20
329,20-3309,Manchester City,0,0,0,0,26,6,2,0,966,121,18,7,9,2.9,2.9,1.9,39,0,739,846,87.4,3981,732,1946,15,28,A,No,20
330,20-3310,Everton,0,0,0,0,11,3,2,0,547,149,10,4,26,0.4,0.4,0.2,14,0,345,434,79.5,2191,352,1120,11,14,A,No,20
331,20-3401,Norwich City,1,1,0,0,13,3,4,0,654,121,15,4,16,1.4,1.4,0.5,20,2,440,535,82.2,2587,442,1573,17,24,A,No,20
332,20-3402,Chelsea,3,3,0,0,14,6,0,0,709,147,23,11,24,1.9,1.9,1.7,22,6,474,575,82.4,2945,442,1543,14,24,A,No,20
333,20-3403,Leicester City,1,1,0,0,13,5,0,0,698,186,16,2,20,1.7,1.7,1.6,21,2,481,590,81.5,3040,402,972,4,7,A,No,20
334,20-3404,Burnley,1,1,0,0,8,4,1,0,580,154,14,5,30,1,1,0.7,13,2,321,433,74.1,2185,280,782,7,12,A,No,20
335,20-3405,Newcastle Utd,0,0,0,0,6,1,0,0,402,116,13,7,20,0.2,0.2,0.2,9,0,225,308,73.1,1631,231,560,6,9,A,No,20
336,20-3406,Wolves,0,0,0,0,6,1,0,0,694,136,10,4,23,0.4,0.4,0.3,9,0,469,585,80.2,2929,412,1551,11,19,A,No,20
337,20-3407,Liverpool,3,3,0,0,20,8,4,0,646,113,13,4,14,1.9,1.9,1.7,34,5,430,542,79.3,3110,392,1335,10,16,A,No,20
338,20-3408,Tottenham,0,0,0,0,9,0,2,0,685,74,18,1,20,0.6,0.6,0.3,10,0,440,537,81.9,2451,430,1478,4,12,A,No,20
339,20-3409,Southampton,1,1,0,1,16,4,3,0,652,144,13,6,14,2.6,1.8,0.6,29,2,443,541,81.9,2582,438,1082,14,18,A,No,20
340,20-3410,Manchester Utd,3,2,1,1,13,5,3,0,764,88,12,5,15,2.6,1.8,1.8,27,5,600,683,87.8,3144,582,1743,9,13,A,No,20
341,20-3501,Newcastle Utd,1,1,0,0,8,4,4,0,484,95,17,4,18,1.4,1.4,0.4,10,1,261,364,71.7,2031,223,669,8,13,A,No,20
342,20-3502,West Ham,4,3,0,0,18,7,0,0,586,96,15,3,11,2.7,2.7,2.5,32,7,412,498,82.7,2740,353,1040,10,16,A,No,20
343,20-3503,Burnley,1,1,0,0,6,2,2,0,396,121,10,10,19,0.8,0.8,0.3,9,2,167,286,58.4,1474,179,515,2,5,A,No,20
344,20-3504,Chelsea,0,0,0,0,15,4,0,0,942,114,9,5,11,0.9,0.9,0.6,27,0,736,851,86.5,3515,735,2261,8,13,A,No,20
345,20-3505,Manchester City,0,0,0,0,3,0,1,0,450,122,14,10,18,0.1,0.1,0.1,5,0,275,360,76.4,2026,263,823,6,16,A,No,20
346,20-3506,Everton,0,0,0,0,6,2,2,0,561,115,15,3,11,0.3,0.3,0.3,12,0,383,469,81.7,2290,363,1210,5,10,A,No,20
347,20-3507,Crystal Palace,2,1,0,0,12,9,2,0,457,133,17,3,9,1.7,1.7,1.4,21,1,265,365,72.6,2568,253,976,6,14,A,No,20
348,20-3508,Arsenal,1,1,0,0,13,4,3,0,759,126,13,3,12,0.8,0.8,0.4,15,1,571,652,87.6,2880,535,1940,14,19,A,No,20
349,20-3509,Leicester City,1,0,0,0,13,5,1,1,703,169,19,7,20,1.2,1.2,0.4,17,0,464,597,77.7,3231,408,1036,7,9,A,No,20
350,20-3510,Southampton,2,2,0,0,9,5,3,0,643,190,16,5,12,1.8,1.8,0.9,14,3,430,543,79.2,2717,381,1011,7,10,A,No,20
351,20-3601,Norwich City,0,0,0,0,2,0,2,0,512,170,17,3,19,0,0,0,2,0,318,411,77.4,2146,302,905,12,15,A,No,20
352,20-3602,Wolves,1,0,0,0,14,5,0,0,556,91,8,8,13,1.1,1.1,1,22,1,342,456,75,2389,304,1298,17,21,A,No,20
353,20-3603,Bournemouth,1,1,0,0,14,3,1,0,396,159,11,7,14,1.7,1.7,1.3,19,2,201,312,64.4,1872,199,565,9,14,A,No,20
354,20-3604,Tottenham,3,2,0,0,8,5,3,0,575,126,14,3,16,1.4,1.4,0.8,12,5,409,494,82.8,2527,365,1305,10,16,A,No,20
355,20-3605,Liverpool,1,1,0,0,24,8,1,0,777,110,10,6,13,2.9,2.9,1.9,34,2,565,673,84,3467,579,1634,8,15,A,No,20
356,20-3606,Aston Villa,1,1,0,0,16,1,1,0,497,86,13,1,15,1.5,1.5,1.4,26,2,315,402,78.4,3216,307,1019,9,12,A,No,20
357,20-3607,Sheffield Utd,0,0,0,0,4,0,2,0,558,163,9,6,19,0.2,0.2,0.2,7,0,336,441,76.2,2341,301,726,5,10,A,No,20
358,20-3608,Brighton,1,1,0,0,10,2,0,0,437,201,26,6,21,0.8,0.8,0.4,16,2,193,314,61.5,1829,195,602,12,18,A,No,20
359,20-3609,Manchester Utd,2,1,0,0,17,5,2,0,780,137,16,12,17,1.8,1.8,1.1,30,3,569,648,87.8,3250,524,1913,18,29,A,No,20
360,20-3610,Watford,3,2,0,0,10,4,0,0,461,147,16,3,20,0.7,0.7,0.4,16,5,199,320,62.2,1774,205,872,8,19,A,No,20
361,20-3701,Burnley,1,1,0,0,23,8,0,0,601,130,13,2,10,1.8,1.8,1.6,41,2,431,520,82.9,2827,361,1214,4,5,A,No,20
362,20-3702,Southampton,2,2,0,1,15,7,2,0,594,108,19,5,22,2.1,1.4,1.3,26,4,307,441,69.6,2505,329,838,14,23,A,No,20
363,20-3703,Leicester City,0,0,0,0,24,6,1,0,836,117,12,5,21,1.7,1.7,1.1,41,0,628,719,87.3,3149,583,1693,10,15,A,No,20
364,20-3704,Everton,1,1,0,0,5,2,3,0,592,130,7,3,24,0.3,0.3,0.3,10,2,367,476,77.1,2754,364,908,10,23,A,No,20
365,20-3705,Newcastle Utd,0,0,0,0,12,1,2,0,461,101,19,5,12,0.7,0.7,0.7,15,0,272,372,73.1,2259,283,728,12,15,A,No,20
366,20-3706,Crystal Palace,0,0,0,0,7,3,1,0,549,136,13,3,16,0.3,0.3,0.3,10,0,349,445,78.4,2374,307,924,10,13,A,No,20
367,20-3707,Manchester City,4,2,0,1,25,9,0,0,890,116,21,6,4,3.7,2.7,1.5,42,5,693,785,88.3,3534,649,1844,17,25,A,No,20
368,20-3708,Arsenal,0,0,0,0,7,0,4,0,738,76,7,2,12,0.7,0.7,0.4,9,0,551,648,85,2720,510,2047,6,11,A,No,20
369,20-3709,West Ham,1,0,1,1,11,2,1,0,588,117,21,10,14,1.8,1,0.5,19,1,380,494,76.9,2652,380,975,9,10,A,No,20
370,20-3710,Chelsea,3,2,0,0,10,5,0,0,713,199,13,9,14,2.6,2.6,1.7,17,5,489,591,82.7,3067,449,1274,9,14,A,No,20
371,20-3801,Brighton,2,1,0,0,15,4,0,0,497,81,10,2,12,1.1,1.1,0.7,21,2,271,368,73.6,2516,260,1007,4,8,A,No,20
372,20-3802,Aston Villa,1,1,0,0,13,4,1,0,408,127,14,8,14,1.2,1.2,0.8,22,2,220,321,68.5,1839,200,654,4,10,A,No,20
373,20-3803,Sheffield Utd,1,1,0,0,5,3,1,0,390,218,16,8,16,1.4,1.4,1.4,10,2,178,281,63.3,1711,186,544,6,10,A,No,20
374,20-3804,Wolves,0,0,0,0,5,1,3,0,527,161,26,4,20,0.2,0.2,0.2,6,0,268,385,69.6,2259,278,752,9,11,A,No,20
375,20-3805,Tottenham,1,1,0,0,7,2,2,0,646,155,31,11,15,0.4,0.4,0.4,6,1,418,515,81.2,2850,448,1069,12,26,A,No,20
376,20-3806,Bournemouth,3,2,1,1,12,6,0,0,456,161,18,9,20,1.8,1.1,0.8,18,5,223,327,68.2,2266,223,872,10,16,A,No,20
377,20-3807,Watford,2,1,1,1,18,5,3,0,567,140,11,4,13,3.5,2.7,2.1,31,4,369,462,79.9,2943,343,1514,13,17,A,No,20
378,20-3808,Norwich City,0,0,0,0,5,4,1,0,371,128,10,4,18,1.2,1.2,1,7,0,190,277,68.6,1558,193,562,8,10,A,No,20
379,20-3809,Liverpool,3,3,0,0,14,6,0,0,941,111,11,4,9,0.6,0.6,0.5,19,6,735,833,88.2,3800,680,1721,16,41,A,No,20
380,20-3810,Manchester Utd,2,0,1,1,6,2,5,0,643,91,21,5,21,1.9,1.1,0.3,11,3,438,532,82.3,2306,399,1473,6,13,A,No,20
381,21-0101,Manchester Utd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,No,21
382,21-0102,Aston Villa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,No,21
383,21-0103,Arsenal,3,2,0,0,13,5,2,0,747,130,11,5,12,2,2,1,22,4,595,670,88.8,2779,522,1573,11,20,A,No,21
384,21-0104,Southampton,0,0,0,0,9,5,1,0,740,142,31,2,16,0.8,0.8,0.6,15,0,486,625,77.8,3128,391,1246,6,9,A,No,21
385,21-0105,Leeds United,3,2,0,0,6,3,0,0,649,209,32,7,30,0.6,0.6,0.3,6,4,373,493,75.7,2433,314,1085,10,13,A,No,21
386,21-0106,Newcastle Utd,2,2,0,0,16,3,2,0,496,105,14,3,17,1.5,1.5,1.4,27,4,275,368,74.7,2117,280,1067,15,21,A,No,21
387,21-0107,Leicester City,3,1,2,2,11,5,1,0,741,138,23,5,14,2.2,0.7,0.2,19,5,524,621,84.4,2729,446,1427,6,10,A,No,21
388,21-0108,Everton,1,1,0,0,15,5,0,0,693,117,18,8,16,1.4,1.4,0.7,25,2,473,562,84.2,2794,458,1155,11,15,A,No,21
389,21-0109,Wolves,2,2,0,0,11,4,1,0,556,135,17,4,18,1.3,1.3,0.7,21,4,334,426,78.4,2688,304,996,18,24,A,No,21
390,21-0110,Chelsea,3,2,1,1,9,4,0,0,600,170,20,12,18,1.2,0.4,0.4,18,6,402,484,83.1,2415,378,1108,9,21,A,No,21
391,21-0201,West Brom,2,1,0,0,6,4,0,1,449,103,19,6,18,0.3,0.3,0.2,10,3,257,333,77.2,1697,246,804,5,7,A,No,21
392,21-0202,Fulham,3,2,1,1,13,5,2,0,609,164,24,12,29,1.8,1,1,21,6,369,472,78.2,2441,406,1824,16,22,A,No,21
393,21-0203,Crystal Palace,3,1,1,1,13,4,1,0,408,214,27,17,36,1.7,0.9,0.7,20,3,155,245,63.3,1478,186,962,12,16,A,No,21
394,21-0204,West Ham,1,1,0,0,15,3,1,0,532,127,11,3,15,2,2,1.6,23,2,335,432,77.5,2138,297,968,7,8,A,No,21
395,21-0205,Tottenham,5,4,0,0,9,6,3,0,553,118,13,2,14,2.6,2.6,1.7,17,9,336,462,72.7,2118,265,702,8,10,A,No,21
396,21-0206,Brighton,3,2,1,1,12,5,0,1,575,86,8,6,15,1.6,0.8,0.7,18,6,383,480,79.8,2258,359,1241,4,6,A,No,21
397,21-0207,Liverpool,2,1,0,0,17,5,0,0,896,152,19,7,13,2.7,2.7,1.2,26,3,705,807,87.4,3681,597,1284,10,15,A,No,21
398,21-0208,Burnley,2,1,0,0,17,5,2,0,447,176,16,4,22,1.9,1.9,1.7,30,4,231,327,70.6,1929,205,504,10,15,A,No,21
399,21-0209,Sheffield Utd,0,0,0,1,3,0,1,1,349,112,11,3,16,0.9,0.1,0,4,0,146,243,60.1,1468,147,739,6,9,A,No,21
400,21-0210,Manchester City,3,2,1,1,13,8,3,0,825,106,22,1,16,1.9,1.2,1.1,27,6,628,729,86.1,3177,662,1690,15,28,A,No,21
401,21-0301,Manchester Utd,2,1,1,1,6,2,2,0,569,130,18,4,18,1.1,0.3,0.2,10,5,372,448,83,1941,349,1178,12,19,A,No,21
402,21-0302,Everton,2,1,1,1,9,4,1,0,676,144,20,1,19,2,1.3,1,17,4,453,539,84,2754,382,1038,10,22,A,No,21
403,21-0303,Chelsea,3,2,0,0,24,11,3,0,953,133,18,7,16,2.3,2.3,1.2,40,5,732,837,87.5,3722,661,2413,4,8,A,No,21
404,21-0304,Southampton,1,1,0,0,5,1,0,0,648,154,15,4,24,0.6,0.6,0.6,7,2,367,501,73.3,2209,331,788,6,10,A,No,21
405,21-0305,Leeds United,1,1,0,0,18,9,1,0,748,148,14,5,21,1.6,1.6,1.4,33,2,511,628,81.4,3177,475,1729,7,11,A,No,21
406,21-0306,Newcastle Utd,1,0,1,1,5,0,4,0,465,124,19,3,21,1,0.2,0.2,9,2,265,353,75.1,2188,239,664,7,10,A,No,21
407,21-0307,Leicester City,5,2,3,3,4,4,3,0,397,151,20,6,24,2.6,0.3,0.3,14,10,206,288,71.5,1686,197,736,8,12,A,No,21
408,21-0308,Wolves,0,0,0,0,11,2,1,0,770,125,18,4,17,0.5,0.5,0.4,16,0,570,666,85.6,2990,530,1900,27,40,A,No,21
409,21-0309,Aston Villa,3,3,0,0,12,5,3,0,461,126,20,3,27,1.6,1.6,1.6,19,5,228,330,69.1,2278,241,737,10,12,A,No,21
410,21-0310,Arsenal,1,0,0,0,4,3,2,0,522,183,20,10,23,1.2,1.2,0.8,6,0,299,402,74.4,1565,277,911,3,7,A,No,21
411,21-0401,Crystal Palace,0,0,0,0,4,0,0,0,433,130,14,3,21,0.1,0.1,0.1,6,0,234,325,72,1514,256,715,9,15,A,No,21
412,21-0402,Brighton,2,1,0,0,11,3,1,0,746,155,27,1,15,1.3,1.3,0.7,14,2,540,641,84.2,2584,536,1624,14,19,A,No,21
413,21-0403,Manchester City,1,1,0,0,23,1,1,0,558,93,14,5,12,1.5,1.5,1.1,43,2,352,437,80.5,2763,376,1866,28,47,A,No,21
414,21-0404,Burnley,1,0,0,0,10,3,3,0,586,135,14,6,9,0.6,0.6,0.4,15,0,362,502,72.1,2676,336,881,3,4,A,No,21
415,21-0405,West Ham,3,3,0,0,13,6,2,0,440,175,13,5,18,1.6,1.6,1.6,24,6,229,328,69.8,2185,253,898,4,6,A,No,21
416,21-0406,West Brom,0,0,0,0,5,3,1,0,492,176,21,9,19,0.1,0.1,0.1,6,0,245,350,70,1932,248,602,9,23,A,No,21
417,21-0407,Sheffield Utd,1,1,0,0,6,2,1,0,503,158,10,4,17,0.2,0.2,0.1,6,1,322,420,76.7,1864,281,873,1,4,A,No,21
418,21-0408,Fulham,0,0,0,0,10,2,1,0,671,95,14,7,16,0.7,0.7,0.6,16,0,482,567,85,2457,451,1426,10,14,A,No,21
419,21-0409,Tottenham,6,4,1,1,21,7,1,0,811,164,23,9,16,3.9,3.2,2,40,11,625,694,90.1,3221,580,1395,10,15,A,No,21
420,21-0410,Liverpool,2,1,0,0,14,8,1,0,786,149,21,4,16,1.8,1.8,1.4,21,1,564,674,83.7,3458,509,1419,16,21,A,No,21
421,21-0501,Liverpool,2,1,0,0,22,8,2,0,663,148,21,4,9,2.3,2.3,1.3,32,2,443,551,80.4,3162,440,1344,11,21,A,No,21
422,21-0502,Southampton,3,2,0,0,13,6,1,0,654,187,24,2,20,2.2,2.2,1.2,14,3,414,548,75.5,2269,369,1022,7,14,A,No,21
423,21-0503,Arsenal,0,0,0,0,11,3,1,0,580,104,22,3,17,0.9,0.9,0.6,16,0,400,473,84.6,1993,379,1199,7,18,A,No,21
424,21-0504,Manchester Utd,4,4,0,1,27,11,1,0,781,113,18,6,23,2.7,2,1.8,44,8,555,660,84.1,3053,479,1707,10,17,A,No,21
425,21-0505,Fulham,1,0,0,1,14,6,2,0,695,75,11,8,7,1.9,1.2,0.9,27,2,508,591,86,3149,444,1521,11,16,A,No,21
426,21-0506,Brighton,1,1,0,0,17,3,2,1,699,142,18,6,10,1.4,1.4,1.2,30,1,488,593,82.3,2754,503,1773,11,20,A,No,21
427,21-0507,West Ham,2,1,0,0,13,4,5,0,599,75,14,3,15,2.1,2.1,1.2,22,4,383,496,77.2,2717,379,1372,13,28,A,No,21
428,21-0508,Aston Villa,1,1,0,0,10,4,3,0,546,155,18,5,21,0.6,0.6,0.6,15,2,328,449,73.1,2401,353,1200,20,23,A,No,21
429,21-0509,Burnley,0,0,0,0,9,4,2,0,514,110,19,1,13,1.1,1.1,0.5,15,0,276,409,67.5,2494,245,740,10,16,A,No,21
430,21-0510,Wolves,1,1,0,0,7,3,1,0,425,68,16,15,14,0.5,0.5,0.4,12,2,206,308,66.9,2140,235,942,17,29,A,No,21
431,21-0601,Leeds United,3,2,0,0,28,9,2,0,596,140,16,3,19,3.4,3.4,2.3,46,5,378,481,78.6,2913,320,1431,7,11,A,No,21
432,21-0602,Manchester City,1,1,0,0,14,7,0,0,880,112,15,3,11,1.1,1.1,0.9,22,2,691,782,88.4,3485,644,2486,10,19,A,No,21
433,21-0603,Crystal Palace,2,2,0,0,14,10,1,0,485,137,21,9,20,2.7,2.7,2.5,24,4,289,369,78.3,2283,254,881,8,9,A,No,21
434,21-0604,Chelsea,0,0,0,0,6,1,1,0,737,146,23,10,24,0.2,0.2,0.1,8,0,501,614,81.6,2423,414,1173,9,19,A,No,21
435,21-0605,Sheffield Utd,1,0,1,1,12,1,3,0,574,212,31,2,24,1.5,0.7,0.6,21,1,326,441,73.9,2495,279,872,7,10,A,No,21
436,21-0606,Everton,0,0,0,0,6,2,2,1,638,213,17,8,17,0.4,0.4,0.3,10,0,446,532,83.8,2517,399,1056,11,16,A,No,21
437,21-0607,Newcastle Utd,1,0,0,0,5,2,1,0,523,140,20,4,18,0.2,0.2,0.2,9,2,344,428,80.4,2173,352,1034,8,12,A,No,21
438,21-0608,Leicester City,1,1,0,0,6,3,5,0,565,152,13,1,21,1.2,1.2,1,10,2,379,467,81.2,2244,327,888,6,12,A,No,21
439,21-0609,West Brom,1,0,0,0,9,3,0,0,647,139,22,4,13,0.6,0.6,0.1,9,1,420,519,80.9,2722,421,1146,6,18,A,No,21
440,21-0610,Tottenham,1,1,0,0,8,3,0,0,737,128,11,3,13,0.6,0.6,0.6,14,2,532,643,82.7,2944,472,1538,5,15,A,No,21
441,20-2809,Aston Villa,0,0,0,0,14,6,1,0,536,91,7,3,17,1.3,1.3,1.3,22,0,340,433,78.5,2479,305,908,12,16,H,No,20
442,20-2810,Manchester City,3,0,1,1,19,11,1,0,804,67,8,6,8,3.5,2.8,2.1,34,3,663,722,91.8,3208,628,1918,15,18,H,No,20
